object_type,cotc_count,ot0_count,difference,in_cotc_only,in_ot0_only,in_both
LightSparkleBP_C,1,1,0,False,False,True
BPi_LightStudio_Mnt_A_Battle_Shadow_C,1,0,-1,True,False,False
BPi_LightStudio_DngFst_A_C,1,0,-1,True,False,False
BPi_Flipbook_Rope_A_Dark_C,1,0,-1,True,False,False
BPi_Flipbook_Grass_B_MC_Snow_C,1,0,-1,True,False,False
BPi_Flipbook_Grass_B_MA_C,1,0,-1,True,False,False
BPi_Fireplace_G_C,1,0,-1,True,False,False
BPI_Obj_Lamp_Castle_Wall_A_SR2_on_Hell_C,1,0,-1,True,False,False
BPI_Obj_Lamp_Castle_Wall_A_SR2_on2_C,1,0,-1,True,False,False
BPI_Obj_Lamp_Castle_Wall_A_SL2_on_Hell_C,1,0,-1,True,False,False
BPI_Obj_Treasure_A_C,1,0,-1,True,False,False
BPI_Obj_Heaven_Gate_Torch_B_C,1,1,0,False,False,True
BPI_Obj_Heaven_Gate_Torch_A_C,1,1,0,False,False,True
BPI_Obj_Float_BigTree_A_C,1,0,-1,True,False,False
BP_Title_SMap_Base_C,1,0,-1,True,False,False
BPI_Obj_Rinyuu_A_C,1,1,0,False,False,True
BPI_EvObj_Campset_A_Bonfire_A_On_C,1,0,-1,True,False,False
BPI_Deck_A_C,1,1,0,False,False,True
BP_EnvFX_Snow_C,1,0,-1,True,False,False
BP_LastBattle_B_C,1,1,0,False,False,True
BP_EnvObjMD_Windmill_B_C,1,0,-1,True,False,False
BPI_Bernstein_Temple_Fence_Base_A_White_C,1,0,-1,True,False,False
BP_LamppostRot_C_C,1,0,-1,True,False,False
BPI_Break_Rotato_C_C,1,0,-1,True,False,False
BP_Lamp_D_CandleStick_Tri_Wall_Dungeon_Deco_Dither_C,1,0,-1,True,False,False
BP_City_B_Outdoor_BuildingSet_D_C,1,0,-1,True,False,False
BPI_Danas_N0_1001_A1_Rotate_C,1,0,-1,True,False,False
BPI_Danas_N0_1001_A1_NoRotate_C,1,0,-1,True,False,False
BP_Forest_A_Outdoor_WaterWheel_B_C,1,3,2,False,False,True
BP_Forest_A_Outdoor_WaterWheel_B_Broken_C,1,0,-1,True,False,False
BPI_Danas_N0_1001_A1_AddOffset_C,1,0,-1,True,False,False
BPI_D_Residence_Wall_A_C,1,1,0,False,False,True
BP_LastBattle_A_C,1,1,0,False,False,True
BP_RainAddNight_C,1,0,-1,True,False,False
BPI_Bernstein_Temple_Fence_Base_F_C,1,1,0,False,False,True
BPI_Bernstein_Temple_Fence_Base_D_C,1,0,-1,True,False,False
BPI_Obj_Bernstein_Temple_Switch_B_off_C,1,0,-1,True,False,False
BPI_EvObj_Pig_A_C,1,0,-1,True,False,False
BPI_Bernstein_Temple_Fence_Base_C_White_SideGlow_C,1,0,-1,True,False,False
BPI_Bernstein_Temple_Fence_Base_B_C,1,0,-1,True,False,False
BPI_Bernstein_Temple_Fence_Base_C_SideGlow_C,1,0,-1,True,False,False
AutoDungeonPathActorBP_C,1,0,-1,True,False,False
AtomSound,1,0,-1,True,False,False
BP_Title_SMap_A_C,1,0,-1,True,False,False
BPI_Bernstein_Temple_Fence_Base_E_White_C,1,0,-1,True,False,False
BP_Spline_SunShade_A_C,1,0,-1,True,False,False
BP_Spinning_Storage_A_C,1,0,-1,True,False,False
BPi_MJSpline_9PCS_C,0,4,4,False,True,False
BP_RoomLight_00_Comom_C,0,450,450,False,True,False
Map_TB_Plain_N0_2001_A1_GD_C,0,2,2,False,True,False
BPi_MJSplineHang_EnvWtrMD_Cascade_B_02_C,0,1,1,False,True,False
BP_RoomLight_00_Exit_C,0,279,279,False,True,False
Map_TB_Sea_N0_1001_A1_GD_C,0,2,2,False,True,False
BPi_MJSplineHang_EnvWtrMD_Cascade_B_C,0,7,7,False,True,False
Map_TB_River_N0_2001_A1_GD_C,0,2,2,False,True,False
Map_TP_HellMount_N0_2001_B1_GD_C,0,2,2,False,True,False
BP_RoomBox_C,0,584,584,False,True,False
Map_TP_Forest_N0_2002_A1_GD_C,0,2,2,False,True,False
Map_TB_Other_N0_2050_A1_GD_C,0,2,2,False,True,False
Map_TP_Mount_N0_1002_A1_GD_C,0,2,2,False,True,False
BP_OceanWater_WallCollision_C,0,1,1,False,True,False
BPii_Flipbook_Cat_B_C,0,2,2,False,True,False
BP_Obj_Light_C,0,9,9,False,True,False
BPii_Flipbook_Cat_A_C,0,2,2,False,True,False
Map_TB_Cliff_N0_1001_A1_GD_C,0,2,2,False,True,False
Map_TB_Desert_N0_1001_A1_GD_C,0,2,2,False,True,False
Map_TP_Mount_N0_2001_A1_GD_C,0,2,2,False,True,False
BP_Obj_Light_Tatrocha_TFireStand_A_C,0,20,20,False,True,False
Map_TB_Desert_N0_2001_A1_GD_C,0,2,2,False,True,False
Map_TB_Forest_N0_1001_A1_GD_C,0,2,2,False,True,False
Map_TB_Forest_N0_2001_A1_GD_C,0,2,2,False,True,False
Map_TB_HellForest_N0_1001_A1_GD_C,0,2,2,False,True,False
Map_TB_Mount_N0_1002_A1_GD_C,0,2,2,False,True,False
Map_TB_Mount_N0_2001_A1_GD_C,0,2,2,False,True,False
BPi_Mount_A_Stairs_Wood_A_800W_Spline_C,0,15,15,False,True,False
BPi_MJSpline_Exterior_A_Stone_C,0,1,1,False,True,False
BPi_MJSpline_Bridge_D_C,0,3,3,False,True,False
Map_TP_Mount_N0_1002_B1_GD_C,0,2,2,False,True,False
Map_TB_Sea_N0_2001_A1_GD_C,0,2,2,False,True,False
Map_TB_Other_N0_9001_A1_GD_C,0,2,2,False,True,False
Map_TB_Other_N0_9001_B2_GD_C,0,2,2,False,True,False
Map_TB_Other_N0_9002_A1_GD_C,0,2,2,False,True,False
BPi_EnvObj_Flag_A_Garland_A_M_Spline_KARI_C,0,15,15,False,True,False
BP_WaterFall_C_02_C,0,2,2,False,True,False
Map_TB_Sea_N0_2001_B1_GD_C,0,2,2,False,True,False
Map_TP_Forest_N0_2001_A1_GD_C,0,2,2,False,True,False
Map_TP_Cliff_N0_2002_G1_GD_C,0,2,2,False,True,False
Map_TP_Desert_N0_1001_A1_GD_C,0,2,2,False,True,False
BPii_Flipbook_Cat_C_C,0,1,1,False,True,False
Map_TP_HellForest_N0_1001_A1_GD_C,0,2,2,False,True,False
BP_ShadowModel_A_C,0,125,125,False,True,False
Map_TP_Desert_N0_2001_B1_GD_C,0,2,2,False,True,False
Map_TP_Forest_N0_1001_A1_GD_C,0,2,2,False,True,False
Map_TP_Forest_N0_1001_B1_GD_C,0,2,2,False,True,False
Map_TP_HellCliff_N0_2001_B1_GD_C,0,2,2,False,True,False
Map_TP_Cliff_N0_2002_F1_GD_C,0,2,2,False,True,False
Map_TP_Forest_N0_2001_B1_GD_C,0,2,2,False,True,False
BP_Slope_9PCS_140_C,0,37,37,False,True,False
Map_TP_HellCliff_N0_2001_A1_GD_C,0,2,2,False,True,False
BP_Slope_9PCS_165_C,0,5,5,False,True,False
Map_TP_Forest_N0_2001_C1_GD_C,0,2,2,False,True,False
BP_Slope_9PCS_450_C,0,6,6,False,True,False
Map_TP_Forest_N0_2001_D1_GD_C,0,2,2,False,True,False
BP_Slope_9PCS_C,0,149,149,False,True,False
BP_Scaffold_L_00_2_C,0,1,1,False,True,False
BP_Tree_Bush1_C,0,5,5,False,True,False
Map_TB_Snow_N0_2001_A1_GD_C,0,2,2,False,True,False
BP_RoomLight_01_Ruins_C,0,12,12,False,True,False
BP_WaterFall_Red_C,0,92,92,False,True,False
Map_TP_Cliff_N0_1001_A1_GD_C,0,2,2,False,True,False
BP_WaterFall_G_C,0,16,16,False,True,False
BP_WaterFall_F_C,0,19,19,False,True,False
Map_TP_Cliff_N0_1001_B1_GD_C,0,2,2,False,True,False
Map_TP_Forest_N0_2002_B1_GD_C,0,2,2,False,True,False
BP_WaterFall_A_02_C,0,6,6,False,True,False
Map_TP_Cliff_N0_1001_C1_GD_C,0,2,2,False,True,False
BP_UltimateRiverTool_C,0,119,119,False,True,False
BP_Tree_Bush_3_C,0,4,4,False,True,False
BP_Tree_Bush_Low_green_C,0,70,70,False,True,False
Map_TP_HellMount_N0_2001_A1_GD_C,0,2,2,False,True,False
BP_Tree_Bush_Low_C,0,15,15,False,True,False
BP_Tree_Bush_C,0,3,3,False,True,False
BP_Scaffold_L_00_1_C,0,1,1,False,True,False
Map_TP_HellForest_N0_1001_B1_GD_C,0,2,2,False,True,False
BP_Tree_Bush_4_C,0,3,3,False,True,False
Map_TP_Cliff_N0_2002_E1_GD_C,0,2,2,False,True,False
Map_TP_Desert_N0_2001_A1_GD_C,0,2,2,False,True,False
FxPS_Smoke_Heavy_A_BP_C,0,10,10,False,True,False
BPii_Flipbook_Gull_A_C,0,5,5,False,True,False
Map_FP_Plain_N0_1002_A1_GD_C,0,2,2,False,True,False
Map_FP_Desert_N0_2002_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Other_C3_0001_A1_C,0,4,4,False,True,False
Map_FP_Forest_N0_1001_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Other_C2_0001_A1_C,0,2,2,False,True,False
Map_FP_Forest_N0_1002_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Other_C1_0002_A1_C,0,2,2,False,True,False
Map_FP_Forest_N0_2001_A1_GD_C,0,2,2,False,True,False
Map_FP_Forest_N0_9001_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Other_C1_0001_A1_C,0,2,2,False,True,False
Map_FP_HellCliff_N0_2001_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Other_C0_0002_B1_C,0,2,2,False,True,False
Map_FP_HellCliff_N0_2002_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Other_C0_0002_A1_C,0,2,2,False,True,False
Map_FP_HellMount_N0_2001_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Other_C0_0001_A1_C,0,2,2,False,True,False
Map_FP_Mount_N0_1001_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Hell_N0_0002_A1_C,0,2,2,False,True,False
Map_FP_Mount_N0_1002_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Hell_N0_0001_A1_C,0,2,2,False,True,False
Map_FP_Mount_N0_2001_A1_GD_C,0,2,2,False,True,False
MapLv_DB_HellMount_N0_2001_B1_C,0,2,2,False,True,False
Map_FP_Mount_N0_2002_A1_GD_C,0,2,2,False,True,False
MapLv_DB_HellMount_N0_2001_A1_C,0,2,2,False,True,False
Map_FP_Mount_N0_2003_A1_GD_C,0,2,2,False,True,False
MapLv_DB_HellCliff_N0_2001_A1_C,0,2,2,False,True,False
MapLv_DB_Heaven_N0_1001_A1_C,0,2,2,False,True,False
Map_FP_Plain_N0_1001_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Other_C3_0003_A1_C,0,2,2,False,True,False
Map_FP_Desert_N0_2001_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Other_H1_0001_A1_C,0,2,2,False,True,False
Map_FB_River_N0_2001_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Sea_N0_2001_A1_C,0,2,2,False,True,False
MapLv_DB_Sea_N0_1001_A1_C,0,2,2,False,True,False
MapLv_DB_Other_R0_0004_A1_C,0,2,2,False,True,False
MapLv_DB_Other_R0_0003_A1_C,0,2,2,False,True,False
MapLv_DB_Other_R0_0002_B1_C,0,2,2,False,True,False
MapLv_DB_Other_R0_0002_A2_C,0,2,2,False,True,False
MapLv_DB_Other_R0_0002_A1_C,0,2,2,False,True,False
MapLv_DB_Other_N0_9001_B1_C,0,2,2,False,True,False
MapLv_DB_Other_H3_0001_A1_C,0,2,2,False,True,False
MapLv_DB_Other_H2_0005_A1_C,0,2,2,False,True,False
Map_FB_River_N0_1001_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Other_H2_0004_A1_C,0,2,2,False,True,False
MapLv_DB_Other_H2_0002_A1_C,0,2,2,False,True,False
Map_FP_Desert_N0_1002_A1_GD_C,0,2,2,False,True,False
Map_FB_Sea_N0_1001_A1_GD_C,0,2,2,False,True,False
Map_FB_Sea_N0_9001_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Other_H2_0001_A1_C,0,4,4,False,True,False
Map_FB_Snow_N0_1001_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Other_H1_0005_A1_C,0,2,2,False,True,False
Map_FP_Cliff_N0_1001_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Other_H1_0004_A1_C,0,2,2,False,True,False
Map_FP_Cliff_N0_1002_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Other_H1_0003_A1_C,0,2,2,False,True,False
MapLv_DB_Other_H1_0002_B1_C,0,2,2,False,True,False
Map_FP_Desert_N0_1001_A1_GD_C,0,2,2,False,True,False
MapLv_DB_Other_H1_0002_A1_C,0,2,2,False,True,False
MapLv_BB_Sea_N0_1001_D1_C,0,2,2,False,True,False
MapLv_BB_Other_N0_9010_A1_C,0,2,2,False,True,False
BPii_Flipbook_Gull_A_LS_C,0,1,1,False,True,False
Map_FP_Plain_N0_2001_A1_GD_C,0,2,2,False,True,False
MapLv_BB_HellCliff_N0_2002_A1_C,0,2,2,False,True,False
MapEditCursor,0,3,3,False,True,False
MapChipAnimation_Blueprint_D_C,0,1,1,False,True,False
MapChipAnimation_Blueprint_C_C,0,1,1,False,True,False
LevelStreamingDynamic,0,9,9,False,True,False
LevelStreamingAlwaysLoaded,0,734,734,False,True,False
LandscapeSplinesComponent,0,3,3,False,True,False
BP_NpcAppear_C,0,7735,7735,False,True,False
FxPS_Eve_Hit_Water_BP_C,0,15,15,False,True,False
FireLight_Animation_Blueprint_02_C,0,2,2,False,True,False
EventFlagObjectBase,0,2,2,False,True,False
EventFlagConditionsComponent,0,2,2,False,True,False
EnvObjMD_Lope_02_C,0,6,6,False,True,False
EnvObjMD_Lope_01_C,0,16,16,False,True,False
DP_Snow_N0_1003_A1_Event_C,0,2,2,False,True,False
CurveFloat,0,3,3,False,True,False
Crack_Animation_Blueprint_C,0,8,8,False,True,False
Crack_Animation_Blueprint3_C,0,1,1,False,True,False
Crack_Animation_Blueprint2_C,0,1,1,False,True,False
ComponentDelegateBinding,0,1,1,False,True,False
CineCameraComponent,0,150,150,False,True,False
ChaosDebugDrawComponent,0,1,1,False,True,False
CapsuleComponent,0,1,1,False,True,False
BoxComponent,0,46167,46167,False,True,False
BlockingVolume,0,318,318,False,True,False
BattleCameraBP_Room_C,0,4,4,False,True,False
BattleCameraBP_C,0,100,100,False,True,False
MapLv_BB_HellForest_N0_1001_B1_C,0,2,2,False,True,False
MapLv_BB_Hell_N0_2001_A1_C,0,2,2,False,True,False
MapLv_BB_Hell_N0_2001_D1_C,0,2,2,False,True,False
MapLv_BB_Other_N0_2001_A1_C,0,2,2,False,True,False
MapLv_BB_Other_N0_9001_B2_C,0,2,2,False,True,False
Map_FP_Plain_N0_2001_B1_GD_C,0,2,2,False,True,False
MapLv_BB_Other_N0_2007_A1_C,0,2,2,False,True,False
MapLv_BB_Other_N0_2005_A11_C,0,2,2,False,True,False
MapLv_BB_Other_N0_2003_B1_C,0,2,2,False,True,False
Map_FP_River_N0_1001_A1_GD_C,0,2,2,False,True,False
MapLv_BB_Other_N0_2003_A1_C,0,2,2,False,True,False
Map_FP_River_N0_1002_A1_GD_C,0,2,2,False,True,False
MapLv_BB_Other_N0_2002_B1_C,0,2,2,False,True,False
Map_FP_River_N0_2001_A1_GD_C,0,2,2,False,True,False
MapLv_BB_Other_N0_2002_A1_C,0,2,2,False,True,False
Map_FP_Sea_N0_1001_A1_GD_C,0,2,2,False,True,False
Map_FP_Sea_N0_1002_A1_GD_C,0,2,2,False,True,False
MapLv_BB_Hell_N0_2001_E1_C,0,2,2,False,True,False
MapLv_BB_Other_N0_1005_A1_C,0,2,2,False,True,False
Map_FP_Sea_N0_2001_A1_GD_C,0,2,2,False,True,False
MapLv_BB_Other_N0_1004_B1_C,0,2,2,False,True,False
Map_FP_Snow_N0_1001_A1_GD_C,0,2,2,False,True,False
MapLv_BB_Other_N0_1004_A1_C,0,2,2,False,True,False
Map_FP_Snow_N0_1002_A1_GD_C,0,2,2,False,True,False
MapLv_BB_Other_N0_1003_A1_C,0,2,2,False,True,False
Map_FP_Snow_N0_2001_A1_GD_C,0,2,2,False,True,False
MapLv_BB_Other_N0_1002_A1_C,0,2,2,False,True,False
Map_FP_Snow_N0_2002_A1_GD_C,0,2,2,False,True,False
MapLv_BB_Other_N0_1001_A1_C,0,2,2,False,True,False
MapLv_BB_Hell_N0_2001_F1_C,0,2,2,False,True,False
BP_ObjMD_Edlus_Pillar_Dither_C,0,2,2,False,True,False
Map_DB_Other_R0_0004_A1_GD_C,0,2,2,False,True,False
BP_LogStorage_C,0,33,33,False,True,False
BPI_Obj_Fireplace_C_Dither_B_9pcs_C,0,3,3,False,True,False
BPI_Obj_Lamp_Edlus_3D_on_No_Light_9pcs_C,0,2,2,False,True,False
BPI_Obj_Lamp_Edlus_3D_on_No_Light_02_9pcs_C,0,4,4,False,True,False
BPI_Obj_Lamp_Edlus_3D_on_9pcs_Hell_C,0,8,8,False,True,False
BPI_Obj_Lamp_Edlus_3D_on_9pcs_C,0,16,16,False,True,False
BPI_Obj_Lamp_Edlus_3C_on_feeble_9pcs_Hell_C,0,17,17,False,True,False
BPI_Obj_Lamp_Edlus_3C_on_feeble_9pcs_C,0,53,53,False,True,False
BPI_Obj_Lamp_Castle_Wall_A_F2_on_Red_9pcs_C,0,2,2,False,True,False
BPI_Obj_Lamp_Castle_Wall_A_F2_on_9pcs_C,0,43,43,False,True,False
BPI_Obj_Lamp_AlcoholLamp_on_C,0,1,1,False,True,False
BPI_Obj_HellPlant_fuusa_B_02_C,0,3,3,False,True,False
BPI_Obj_HellPlant_fuusa_A_02_C,0,5,5,False,True,False
BPI_Obj_Fireplace_C_TownBuild_C,0,1,1,False,True,False
BPI_Obj_Fireplace_A_R_C,0,1,1,False,True,False
BP_LightStudio_Map_C,0,291,291,False,True,False
BPI_Obj_Edlus_Office_Lamp_on_9pcs_C,0,2,2,False,True,False
BPI_Obj_Com_Room_Staires_16_1F_C,0,2,2,False,True,False
BPI_Obj_Candle_C_on_Red_9pcs_C,0,1,1,False,True,False
BPI_Obj_Candle_C_on_No_Light_9pcs_C,0,2,2,False,True,False
PlanarReflection,0,20,20,False,True,False
PlanarReflectionComponent,0,20,20,False,True,False
PlayerStart,0,1,1,False,True,False
BPI_Obj_Candle_C_on_9pcs_C,0,37,37,False,True,False
BPI_Obj_Candle_B_on_9pcs_C,0,4,4,False,True,False
PostProcessComponent,0,1,1,False,True,False
BPI_Obj_Candle_A_on_Red_NoLight_9pcs_C,0,2,2,False,True,False
QPCameraBlendTrigger_C,0,46,46,False,True,False
BPI_Obj_Lamp_Edlus_3D_on_Red_9pcs_C,0,4,4,False,True,False
BPI_Obj_Lamp_Lantern_A_HellCliff_on_9pcs_C,0,16,16,False,True,False
BPI_Obj_Lamp_Lantern_A_L_on_9pcs_C,0,32,32,False,True,False
BPI_Obj_Lamp_Lantern_A_R_on_9pcs_C,0,31,31,False,True,False
BPI_Obj_Lamp_Table_A_on_Green_9pcs_Hell_C,0,6,6,False,True,False
NavMeshBoundsVolume,0,1,1,False,True,False
BPI_Obj_Lamp_Table_A_on_9pcs_TownBuild_C,0,1,1,False,True,False
BPI_Obj_Lamp_Table_A_on_9pcs_C,0,87,87,False,True,False
NiagaraActor,0,6657,6657,False,True,False
NiagaraComponent,0,12027,12027,False,True,False
NoMapTransitonUIDisplay_C,0,13,13,False,True,False
BPI_Obj_Lamp_Residence_A_SR1_on_Red_9pcs_C,0,46,46,False,True,False
BPI_Obj_Lamp_Residence_A_SR1_on_Dither_9pcs_C,0,4,4,False,True,False
NpcTalkWidgetComponent,0,7735,7735,False,True,False
ObjMD_Edlus_Candle_B_Red_9pcs_C,0,2,2,False,True,False
ObjMD_Edlus_Candle_B_Red_L_9pcs_C,0,2,2,False,True,False
ObjMD_Edlus_Candle_B_Red_R_9pcs_C,0,2,2,False,True,False
BPI_Obj_Lamp_Residence_A_SR1_on_9pcs_C,0,101,101,False,True,False
BPI_Obj_Lamp_Residence_A_SL1_on_Red_9pcs_C,0,45,45,False,True,False
BPI_Obj_Lamp_Residence_A_SL1_on_Dinner_9pcs_C,0,4,4,False,True,False
BPI_Obj_Lamp_Residence_A_SL1_on_9pcs_C,0,86,86,False,True,False
BPI_Obj_Lamp_Residence_A_F2_on_Red_9pcs_C,0,49,49,False,True,False
BPI_Obj_Lamp_Residence_A_F2_on_9pcs_C,0,77,77,False,True,False
BPI_Obj_Lamp_Residence_A_F1_on_Red_9pcs_C,0,38,38,False,True,False
BPI_Obj_Lamp_Residence_A_F1_on_9pcs_C,0,142,142,False,True,False
BPI_Obj_Lamp_Residence_A_F1_PointLight_Off_9pcs_C,0,6,6,False,True,False
BPI_Obj_Lamp_Lantern_A_on_Dither_9pcs_C,0,12,12,False,True,False
BPI_Obj_Lamp_Lantern_A_on_9pcs_C,0,169,169,False,True,False
BPI_Obj_Lamp_Lantern_A__PointLight_Off_9pcs_C,0,2,2,False,True,False
QPCameraComponent,0,40,40,False,True,False
QPCameraComponent_C,0,1,1,False,True,False
BPI_Obj_Candle_A_on_Red_9pcs_C,0,14,14,False,True,False
BPI_EvObj_GodDragon_MapJump_A_C,0,1,1,False,True,False
BPI_Door_Anime_A_C,0,265,265,False,True,False
SplineComponent,0,158,158,False,True,False
BPI_Door_Anim_Village_Mount_B_C,0,1,1,False,True,False
SpringArmComponent,0,190,190,False,True,False
BPI_D_Stairs_B_C,0,2,2,False,True,False
BPI_D_Cathedral_Wall_A_C,0,121,121,False,True,False
BPI_Com_Bridge_E_C,0,2,2,False,True,False
TextRenderComponent,0,1188,1188,False,True,False
BPI_Com_Bridge_A_C,0,2,2,False,True,False
BPI_Cliff_Slope_B_C,0,1,1,False,True,False
BPI_Cliff_Carpet_A_C,0,1,1,False,True,False
BPI_Break_Rotato_B2_C,0,7,7,False,True,False
TriggerBox,0,1,1,False,True,False
TriggerSphere,0,1,1,False,True,False
TriggerVolume,0,46,46,False,True,False
BPI_9PCS_450_C,0,10,10,False,True,False
VillageCursorMesh,0,1,1,False,True,False
VillageEditCamera_C,0,1,1,False,True,False
VillageFloorMesh,0,1,1,False,True,False
VillageFloorMesh2,0,1,1,False,True,False
VillageSequence,0,1,1,False,True,False
VillageTownLevelVolumeActor,0,1,1,False,True,False
BPII_Door_Anime_Village_A_C,0,17,17,False,True,False
BPII_Door_Anime_HellMount_A_C,0,9,9,False,True,False
ArrowComponent,0,8592,8592,False,True,False
SphereComponent,0,1,1,False,True,False
BPI_EvObj_GodDragon_MapJump_B_C,0,1,1,False,True,False
QPDefaultFollowCamera_C,0,37,37,False,True,False
BPI_Heaven_Bell_C,0,2,2,False,True,False
QPGenericCollision,0,9,9,False,True,False
QPGenericCollision_C,0,58,58,False,True,False
BPI_Obj_Candle_A_on_9pcs_TownBuild_C,0,2,2,False,True,False
QPSeaFollowCamera_C,0,2,2,False,True,False
BPI_Obj_Candle_A_on_9pcs_Hell_C,0,17,17,False,True,False
BPI_Obj_Candle_A_on_9pcs_C,0,173,173,False,True,False
RecastNavMesh,0,1,1,False,True,False
BPI_Obj_Book_Opening_C,0,2,2,False,True,False
BPI_Obj_BlueBurningStone_LightOnly_C,0,317,317,False,True,False
BPI_Obj_BlueBurningStone_C,0,2,2,False,True,False
BPI_Obj_BlueBurningStone_Break_C,0,2,2,False,True,False
Sea_Encount_Change_C,0,2,2,False,True,False
BPI_Obj_Bernstein_Torch_B_9pcs_C,0,78,78,False,True,False
BPI_Obj_Bernstein_Torch_A_9pcs_C,0,27,27,False,True,False
ShipAnimation_Blueprint7_C,0,1,1,False,True,False
ShipAnimation_Blueprint_DP_Sea_N0_2001_A1_Barrel_C,0,1,1,False,True,False
ShipAnimation_Blueprint_EV_Other_N0_2010_A1_1_C,0,1,1,False,True,False
ShipAnimation_Blueprint_EV_Other_N0_2010_A1_2_C,0,1,1,False,True,False
BPI_Obj_Bernstein_Street_Lamp_C_9pcs_C,0,6,6,False,True,False
BPI_Obj_Bernstein_Street_Lamp_B_9pcs_C,0,4,4,False,True,False
BPI_Obj_Bernstein_Street_Lamp_A_9pcs_C,0,18,18,False,True,False
SimpleVolume,0,45,45,False,True,False
BPI_Mount_Slope_B_C,0,8,8,False,True,False
BPI_LightBeam_Village_C,0,2,2,False,True,False
BPI_LightBeam_HellMount_C,0,2,2,False,True,False
BPI_Obj_Lamp_Table_A_on_Red_9pcs_C,0,8,8,False,True,False
BPI_Obj_Lamp_Table_A_on_Red_9pcs_Hell_C,0,15,15,False,True,False
BPI_Obj_Lamp_Table_A_on_Red_NoLight_9pcs_Hell_C,0,2,2,False,True,False
BP_Chandelier_B_Residence_A_9pcs_C,0,5,5,False,True,False
BP_Chandelier_A_Residence_D_Residence_Long_C,0,2,2,False,True,False
Map_TP_Plain_N0_2001_C1_GD_C,0,2,2,False,True,False
BP_Chandelier_A_Residence_D_Residence_C,0,9,9,False,True,False
Map_TP_Plain_N0_2001_D1_GD_C,0,2,2,False,True,False
BP_Chandelier_A_Residence_A_Residence_Hell_Long_C,0,1,1,False,True,False
BP_Chandelier_A_Church_Hornburg_Long_9pcs_C,0,2,2,False,True,False
BP_Chandelier_A_Church_Hornburg_Long_2_9pcs_C,0,1,1,False,True,False
BP_Chandelier_A_Church_Hornburg_9pcs_C,0,1,1,False,True,False
BP_Chandelier_A_Church_Hornburg_2_C,0,3,3,False,True,False
Map_TP_River_N0_1001_A1_GD_C,0,2,2,False,True,False
BP_Chandelier_A_Church_Hell_9pcs_C,0,7,7,False,True,False
Map_TP_River_N0_2001_A1_GD_C,0,2,2,False,True,False
Map_TP_River_N0_2001_B1_GD_C,0,2,2,False,True,False
BP_CascadeRiverTool_C,0,39,39,False,True,False
Map_TP_Sea_N0_1001_A1_GD_C,0,2,2,False,True,False
Map_TP_Sea_N0_2001_A1_GD_C,0,2,2,False,True,False
BP_002_Base_Forest_In_00_C,0,1,1,False,True,False
Map_TP_Sea_N0_2001_B1_GD_C,0,2,2,False,True,False
BPI_Wall_A_C,0,11,11,False,True,False
Map_TP_Sea_N0_2001_C1_GD_C,0,2,2,False,True,False
BPI_Slope_265_C,0,607,607,False,True,False
Map_TP_Sea_N0_2001_D1_GD_C,0,2,2,False,True,False
BPI_Slope_165_C,0,2,2,False,True,False
BPI_Slope_140_C,0,142,142,False,True,False
Map_TP_Snow_N0_1001_A1_GD_C,0,2,2,False,True,False
Map_TP_Plain_N0_2001_B1_GD_C,0,2,2,False,True,False
Map_TP_Plain_N0_2001_A1_GD_C,0,2,2,False,True,False
Map_TP_Snow_N0_1001_B1_GD_C,0,2,2,False,True,False
BP_Chandelier_B_Residence_A_Child_Red_C,0,24,24,False,True,False
Map_TP_Other_N0_9001_A1_GD_C,0,2,2,False,True,False
Map_TP_Other_N0_9001_B1_GD_C,0,2,2,False,True,False
Map_TP_Other_N0_9002_A1_GD_C,0,2,2,False,True,False
Map_TP_Other_N0_9003_A1_GD_C,0,2,2,False,True,False
Map_TP_Other_N0_9004_A1_GD_C,0,2,2,False,True,False
BP_LightBeam_STOP_C,0,46,46,False,True,False
BP_LightBeam_Room_C,0,62,62,False,True,False
BP_LightBeam_Rainbow_Slow_02_C,0,8,8,False,True,False
BP_LightBeam_Rainbow_Slow_01_C,0,114,114,False,True,False
BP_LightBeam_AfterMotionBlur_C,0,26,26,False,True,False
BP_LakeWater_C,0,110,110,False,True,False
BP_InDoorSheet_C,0,324,324,False,True,False
BP_FogSheet_sorted_C,0,2,2,False,True,False
BP_FogSheet_AfterMotionBlur_C,0,3,3,False,True,False
BP_FarmActor_08_Tomato_Ev_02_C,0,2,2,False,True,False
